Country,Year,Status,Alcohol,percentageexpenditure,HepatitisB,Measles,BMI,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources
Seychelles,2011,Developing,9.72,1121.475547,99,0,34.2,99,3.38,99,0.1,5.7,6.1,0.744
Seychelles,2010,Developing,6.51,16.49232317,99,0,33.5,99,3.59,99,0.1,5.8,6.2,0.74
Seychelles,2009,Developing,4.94,75.2256582,99,0,32.4,99,2.64,99,0.1,5.8,6.2,0.739
Seychelles,2008,Developing,6.33,701.8526364,99,0,31.8,99,2.64,99,0.1,5.9,6.3,0.739
Seychelles,2007,Developing,8.12,916.4741775,99,1,31.2,99,3.3,99,0.1,5.9,6.3,0.733
Seychelles,2006,Developing,8.12,102.373909,99,10,3.7,99,3.73,99,0.1,5.9,6.3,0.728
Seychelles,2005,Developing,7.82,21.4653132,99,0,3.1,99,3.91,99,0.1,6,6.4,0.712
Seychelles,2004,Developing,7.91,12.94324581,99,0,29.2,99,4.17,99,0.1,6,6.4,0.715
Seychelles,2003,Developing,7.41,843.1186662,99,0,28.7,99,4.64,99,0.1,6.1,6.5,0.713
Seychelles,2002,Developing,11.15,562.3601848,99,0,28.1,99,4.21,99,0.1,6.1,6.6,0.712
Seychelles,2001,Developing,6.72,643.7035752,96,0,27.6,96,4.45,96,0.1,6.2,6.6,0.714
Seychelles,2000,Developing,8.24,601.7608115,98,0,27.1,98,4.62,98,0.1,6.3,6.7,0
SierraLeone,2015,Developing,,0,86,607,24.4,86,,86,0.5,7.4,7.3,0.431
SierraLeone,2014,Developing,0.01,1.443286353,83,1006,23.8,83,11.9,83,0.6,7.5,7.4,0.426
SierraLeone,2013,Developing,0.01,1.321464076,92,15,23.3,92,11.59,92,0.8,7.7,7.6,0.413
SierraLeone,2012,Developing,0.01,54.56033696,91,678,22.7,91,11.24,91,0.9,7.9,7.8,0.401
SierraLeone,2011,Developing,3.78,54.6659175,89,1865,22.2,88,11.98,89,1.3,8.1,8,0.392
SierraLeone,2010,Developing,3.84,5.347717533,86,1089,21.7,84,1.32,86,1.6,8.3,8.2,0.384
SierraLeone,2009,Developing,3.97,49.8371267,84,31,21.2,81,13.13,84,1.7,8.5,8.4,0.375
SierraLeone,2008,Developing,3.91,5.379606465,77,44,2.7,75,1.29,77,1.9,8.7,8.7,0.367
SierraLeone,2007,Developing,3.86,45.57108889,63,0,2.2,63,1.12,64,2.2,8.9,8.9,0.357
SierraLeone,2006,Developing,3.8,38.00075788,,33,19.7,65,1.68,64,2.2,9.1,9.1,0.348
SierraLeone,2005,Developing,3.83,42.08892911,,29,19.2,67,12.25,65,2.2,9.3,9.3,0.341
SierraLeone,2004,Developing,3.99,38.52454761,,7,18.8,69,11.66,65,2.1,9.5,9.5,0.332
SierraLeone,2003,Developing,4.07,38.61473209,,586,18.4,66,11.69,73,1.9,9.7,9.8,0.322
SierraLeone,2002,Developing,4.06,36.59114895,,568,17.9,54,11.96,53,1.7,9.9,1,0.306
SierraLeone,2001,Developing,4.21,33.34691455,,649,17.5,38,11.83,38,1.5,1.1,1.2,0.302
SierraLeone,2000,Developing,3.97,20.39568283,,3575,17.2,46,13.63,44,1.2,1.3,1.4,0.292
Singapore,2015,Developed,1.79,0,96,0,33.2,96,,96,0.1,2.2,2.2,0.924
Singapore,2014,Developed,1.83,7971.646361,96,0,32.9,96,4.92,96,0.1,2.2,2.2,0.922
Singapore,2013,Developed,1.83,714.3441019,97,138,32.7,97,4.53,97,0.1,2.2,2.2,0.92
Singapore,2012,Developed,1.89,6041.858981,97,42,32.4,97,4.22,97,0.1,2.2,2.1,0.917
Singapore,2011,Developed,1.8,638.0001097,96,148,32.1,96,3.93,96,0.1,2.1,2.1,0.911
Singapore,2010,Developed,1.84,4540.543752,96,50,31.8,96,3.96,96,0.1,2.1,2.1,0.889
Singapore,2009,Developed,1.73,462.9306986,96,16,31.5,97,4.27,97,0.1,2.1,2.1,0.887
Singapore,2008,Developed,1.7,3404.13099,97,18,31.2,97,3.91,97,0.1,2.1,2.1,0.88
Singapore,2007,Developed,1.6,3082.973535,96,15,3.9,97,3.46,97,0.1,2.1,2,0.873
Singapore,2006,Developed,1.55,2639.376955,95,23,3.5,95,3.66,95,0.1,2.1,2,0.839
Singapore,2005,Developed,1.49,2356.731479,96,33,3.2,96,3.74,96,0.1,2.1,2,0.821
Singapore,2004,Developed,1.45,204.2481892,94,96,29.9,95,3.17,95,0.1,2.1,2,0.82
Singapore,2003,Developed,1.43,2263.068326,95,33,29.6,96,3.63,96,0.1,2.1,2,0.819
Singapore,2002,Developed,2.16,142.0989818,95,211,29.2,94,2.84,94,0.1,2.1,2,0.818
Singapore,2001,Developed,2.08,1003.366877,95,408,28.9,95,2.37,96,0.1,2.1,2,0.82
Singapore,2000,Developed,2.03,1855.828806,97,141,28.5,98,2.71,98,0.1,2.1,2,0.81
Slovakia,2015,Developed,,0,96,1,59.1,96,,96,0.1,1.2,1.2,0.842
Slovakia,2014,Developed,10.6,0,97,0,58.4,97,8.5,97,0.1,1.2,1.2,0.841
Slovakia,2013,Developed,9.89,0,98,0,57.8,98,8,98,0.1,1.2,1.3,0.838
Slovakia,2012,Developed,10.12,0,99,0,57.2,99,8.15,99,0.1,1.2,1.3,0.835
Slovakia,2011,Developed,10.24,0,99,0,56.5,99,7.96,99,0.1,1.2,1.3,0.829
Slovakia,2010,Developed,10.13,0,99,0,55.9,99,8.51,99,0.1,1.3,1.3,0.822
Slovakia,2009,Developed,10.63,0,99,0,55.3,99,9.15,99,0.1,1.3,1.4,0.82
Slovakia,2008,Developed,11.37,0,99,0,54.8,99,8.2,99,0.1,1.3,1.4,0.813
Slovakia,2007,Developed,10.58,0,99,0,54.2,99,7.76,99,0.1,1.3,1.4,0.802
Slovakia,2006,Developed,10.28,0,99,0,53.7,99,7.35,99,0.1,1.4,1.5,0.793
Slovakia,2005,Developed,10.81,0,99,0,53.1,99,7.4,99,0.1,1.4,1.5,0.784
Slovakia,2004,Developed,10.03,0,99,2,52.6,99,7.21,99,0.1,1.4,1.5,0.776
Slovakia,2003,Developed,9.85,0,99,1,52.1,98,5.82,99,0.1,1.5,1.6,0.771
Slovakia,2002,Developed,10.78,0,99,0,51.6,98,5.63,99,0.1,1.5,1.6,0.763
Slovakia,2001,Developed,10.73,0,99,0,51.1,99,5.5,99,0.1,1.5,1.6,0.763
Slovakia,2000,Developed,11.06,0,98,0,5.7,98,5.5,99,0.1,1.6,1.7,0.761
Slovenia,2015,Developed,,0,,18,6.1,95,,95,0.1,1.4,1.3,0.888
Slovenia,2014,Developed,10.46,31.13492794,,52,59.5,95,9.23,95,0.1,1.4,1.4,0.888
Slovenia,2013,Developed,9.53,259.7786785,,1,58.9,95,9.29,95,0.1,1.4,1.4,0.878
Slovenia,2012,Developed,10.95,3283.024864,,2,58.2,96,9.37,96,0.1,1.5,1.5,0.877
Slovenia,2011,Developed,10.61,3343.026219,,22,57.6,96,9.8,96,0.1,1.6,1.6,0.876
Slovenia,2010,Developed,10.32,3187.496219,,2,57,96,9.7,96,0.1,1.6,1.6,0.872
Slovenia,2009,Developed,10.52,3505.389434,,0,56.4,96,9.38,96,0.1,1.7,1.7,0.873
Slovenia,2008,Developed,10.94,392.9588536,,0,55.8,97,8.47,97,0.1,1.7,1.7,0.869
Slovenia,2007,Developed,11.02,3256.724028,,0,55.2,97,7.98,97,0.1,1.8,1.8,0.865
Slovenia,2006,Developed,12.26,2724.17807,,0,54.7,97,8.42,97,0.1,1.8,1.9,0.858
Slovenia,2005,Developed,11.14,2503.714258,,0,54.1,95,8.5,95,0.1,1.9,2,0.853
Slovenia,2004,Developed,10,235.3785281,,0,53.5,94,8.47,94,0.1,2,2,0.85
Slovenia,2003,Developed,11.58,203.3252124,,0,52.9,95,8.77,95,0.1,2,2.1,0.843
Slovenia,2002,Developed,9.29,1617.473418,,0,52.3,93,8.62,93,0.1,2.1,2.2,0.835
Slovenia,2001,Developed,10.8,196.3026243,,0,51.8,93,8.57,92,0.1,2.2,2.2,0.824
Slovenia,2000,Developed,11.9,161.4473853,,0,51.2,93,8.26,91,0.1,2.2,2.3,0.818
SolomonIslands,2015,Developing,,0,98,0,5.5,99,,98,0.1,1.1,1.2,0.514
SolomonIslands,2014,Developing,0.01,3.718438799,88,0,49.7,94,5.5,88,0.1,1.1,1.2,0.512
SolomonIslands,2013,Developing,0.01,24.73328608,94,0,48.9,99,5.42,94,0.1,1.1,1.2,0.509
SolomonIslands,2012,Developing,0.01,247.9492284,99,0,48.1,99,5.48,99,0.1,1.2,1.2,0.505
SolomonIslands,2011,Developing,0.99,229.6687488,99,0,47.2,99,5.8,99,0.1,1.2,1.2,0.497
SolomonIslands,2010,Developing,1.1,29.5207994,9,0,46.4,94,7.47,9,0.1,1.2,1.2,0.492
SolomonIslands,2009,Developing,1.21,244.3976438,92,0,45.5,98,7.92,92,0.1,1.2,1.2,0.494
SolomonIslands,2008,Developing,1.09,19.74929219,89,0,44.7,94,5.97,89,0.1,1.2,1.2,0.489
SolomonIslands,2007,Developing,0.85,28.90135229,9,0,43.8,93,6.42,9,0.1,1.2,1.2,0.482
SolomonIslands,2006,Developing,0.99,240.4851202,99,0,43,99,6.66,99,0.1,1.3,1.3,0.47
SolomonIslands,2005,Developing,0.9,25.31155956,83,0,42.1,9,7.83,89,0.1,1.3,1.3,0.465
SolomonIslands,2004,Developing,1.18,195.5259417,81,0,41.3,89,5.64,9,0.1,1.3,1.3,0.459
SolomonIslands,2003,Developing,1.18,16.83170578,79,0,4.4,84,6,84,0.1,1.3,1.3,0.453
SolomonIslands,2002,Developing,1.08,156.2847968,75,0,39.6,78,6.9,78,0.1,1.4,1.4,0.446
SolomonIslands,2001,Developing,0.7,325.1114746,83,0,38.7,88,6.44,84,0.1,1.4,1.4,0.442
SolomonIslands,2000,Developing,0.71,4.24926073,81,0,37.9,88,4.56,86,0.1,1.4,1.4,0.455
Somalia,2015,Developing,,0,42,7497,24.3,47,,42,0.7,6.6,6.4,
Somalia,2014,Developing,0.01,0,42,10229,23.8,47,,42,0.8,6.7,6.5,
Somalia,2013,Developing,0.01,0,42,3173,23.3,47,,42,0.8,6.8,6.6,
Somalia,2012,Developing,0.01,0,,9983,22.9,47,,42,0.8,6.8,6.7,
Somalia,2011,Developing,0.01,0,,17298,22.4,49,,41,0.8,6.9,6.7,
Somalia,2010,Developing,0.01,0,,115,22,49,,45,0.8,7,6.8,
Somalia,2009,Developing,0.01,0,,13,21.5,41,,42,0.8,7.1,6.9,
Somalia,2008,Developing,0.01,0,,1081,21.1,4,,31,0.9,7.2,7,
Somalia,2007,Developing,0.01,0,,1149,2.7,4,,4,0.9,7.3,7.1,
Somalia,2006,Developing,0.01,0,,7,2.2,26,,26,0.9,7.4,7.2,
Somalia,2005,Developing,0.01,0,,0,19.8,35,,35,0.9,7.5,7.3,
Somalia,2004,Developing,0.01,0,,12008,19.4,3,,3,0.9,7.6,7.4,
Somalia,2003,Developing,0.01,0,,8257,19,4,,4,0.9,7.7,7.5,
Somalia,2002,Developing,0.01,0,,9559,18.6,4,,4,0.9,7.8,7.6,
Somalia,2001,Developing,0.01,0,,3571,18.2,33,,33,0.8,7.9,7.7,
Somalia,2000,Developing,0.01,0,,3965,17.8,37,,33,0.8,8,7.9,
SouthAfrica,2015,Developing,,0,75,17,51.1,75,,75,3.6,4.4,5.3,0.665
SouthAfrica,2014,Developing,7.38,922.0507313,8,66,5.3,77,8.8,77,3.7,4.9,5.9,0.66
SouthAfrica,2013,Developing,7.34,978.5905287,7,25,49.5,73,8.78,73,4.5,5.4,6.5,0.652
SouthAfrica,2012,Developing,7.38,1089.954838,68,32,48.7,65,8.79,65,7.6,6,7.3,0.644
SouthAfrica,2011,Developing,7.38,123.753335,76,92,47.9,69,8.61,69,8.5,6.6,8,0.638
SouthAfrica,2010,Developing,7.28,1038.885632,71,12499,47.2,72,8.5,72,11,7.3,8.9,0.63
SouthAfrica,2009,Developing,7.6,782.5987144,74,5857,46.4,75,8.39,76,19,8.1,9.8,0.622
SouthAfrica,2008,Developing,8.19,780.0336423,76,39,45.7,77,7.75,79,23.5,8.9,1.7,0.616
SouthAfrica,2007,Developing,8.48,805.490079,83,31,45,79,7.53,82,26.4,9.7,11.7,0.612
SouthAfrica,2006,Developing,8.5,732.1255305,83,81,44.3,79,7.57,82,28.1,1.6,12.8,0.609
SouthAfrica,2005,Developing,8.69,709.3170967,79,615,43.6,75,7.77,79,29.5,11.6,13.9,0.609
SouthAfrica,2004,Developing,6.96,622.043809,76,830,42.9,73,7.93,74,29.7,12.6,15,0.611
SouthAfrica,2003,Developing,6.93,519.1563781,71,244,42.2,7,8.26,69,28.9,13.5,16.1,0.613
SouthAfrica,2002,Developing,7.04,346.5316007,72,1043,41.6,7,8.9,7,26.6,14.5,17.1,0.62
SouthAfrica,2001,Developing,7.38,365.2585722,72,1166,4.9,71,8.31,71,24,15.4,18.1,0.629
SouthAfrica,2000,Developing,7.3,45.96380839,73,1459,4.1,71,8.7,73,21.3,16.3,19.1,0.635
SouthSudan,2015,Developing,,0,31,878,,41,,31,3.4,,,0.421
SouthSudan,2014,Developing,,46.0744686,,441,,44,2.74,39,3.5,,,0.421
SouthSudan,2013,Developing,,47.44453,,525,,5,2.62,45,3.6,,,0.417
SouthSudan,2012,Developing,,38.3382324,,1952,,64,2.77,59,3.8,,,0.419
SouthSudan,2011,Developing,,0,,1256,,66,,61,3.9,,,0.429
SouthSudan,2010,Developing,,0,,0,,,,,4,,,0
SouthSudan,2009,Developing,,0,,0,,,,,4.2,,,0
SouthSudan,2008,Developing,,0,,0,,,,,4.2,,,0
SouthSudan,2007,Developing,,0,,0,,,,,4.2,,,0
SouthSudan,2006,Developing,,0,,0,,,,,4.1,,,0
SouthSudan,2005,Developing,,0,,0,,,,,3.9,,,0
SouthSudan,2004,Developing,,0,,0,,,,,3.8,,,0
SouthSudan,2003,Developing,,0,,0,,,,,3.5,,,0
SouthSudan,2002,Developing,,0,,0,,,,,3.3,,,0
SouthSudan,2001,Developing,,0,,0,,,,,3,,,0
SouthSudan,2000,Developing,,0,,0,,,,,2.7,,,0
Spain,2015,Developed,,0,97,115,66.6,97,,97,0.1,0.6,0.5,0.882
Spain,2014,Developed,0.01,42.98847625,96,154,66,97,9.3,97,0.1,0.6,0.5,0.877
Spain,2013,Developed,9.25,423.680459,95,131,65.4,96,9.1,96,0.1,0.6,0.5,0.874
Spain,2012,Developed,9.35,4255.781693,96,1204,64.8,97,9.39,97,0.1,0.6,0.5,0.871
Spain,2011,Developed,9.62,4873.8188,97,3802,64.1,97,9.48,97,0.1,0.6,0.5,0.867
Spain,2010,Developed,9.78,578.7417172,97,302,63.5,97,9.56,97,0.1,0.6,0.5,0.86
Spain,2009,Developed,9.99,5047.254058,96,41,62.9,96,9.52,96,0.1,0.6,0.5,0.858
Spain,2008,Developed,10.24,5596.535203,97,297,62.3,97,8.8,97,0.1,0.6,0.5,0.854
Spain,2007,Developed,11.05,510.9327012,96,267,61.7,96,8.36,96,0.1,0.6,0.5,0.849
Spain,2006,Developed,11.86,4460.390006,97,362,61.1,98,8.23,98,0.1,0.6,0.5,0.844
Spain,2005,Developed,11.92,405.4475981,96,22,6.5,96,8.12,96,0.1,0.6,0.5,0.837
Spain,2004,Developed,11.96,3715.370095,97,26,59.9,97,8.5,97,0.1,0.6,0.5,0.833
Spain,2003,Developed,12.09,3205.019918,81,256,59.3,99,7.99,98,0.1,0.6,0.5,0.83
Spain,2002,Developed,12.26,228.3543024,82,67,58.8,98,7.25,98,0.1,0.6,0.5,0.828
Spain,2001,Developed,9.86,2044.169761,83,0,58.2,95,7.24,96,0.1,0.6,0.5,0.825
Spain,2000,Developed,11.12,1934.398154,77,152,57.6,95,7.21,95,0.1,0.6,0.5,0.82
SriLanka,2015,Developing,,0,99,1568,23.4,99,,99,0.1,15.1,15,0.764
SriLanka,2014,Developing,2.37,42.7308283,99,1686,22.7,99,3.5,99,0.1,15.2,15,0.76
SriLanka,2013,Developing,2.56,41.62053588,99,2107,21.9,99,3.68,99,0.1,15.2,15.1,0.757
SriLanka,2012,Developing,2.8,20.76877311,99,51,21.2,99,3.21,99,0.1,15.3,15.2,0.752
SriLanka,2011,Developing,3.03,20.83302367,99,60,2.5,99,3.28,99,0.1,15.3,15.3,0.746
SriLanka,2010,Developing,2.31,191.7267589,99,79,19.8,99,3.43,99,0.1,15.3,15.3,0.739
SriLanka,2009,Developing,2.05,13.39092189,97,21,19.2,97,3.37,97,0.1,15.3,15.4,0.735
SriLanka,2008,Developing,2.1,17.81424344,98,33,18.5,98,3.44,98,0.1,15.4,15.4,0.731
SriLanka,2007,Developing,2.29,127.6377505,98,44,17.9,98,3.76,98,0.1,15.4,15.5,0.725
SriLanka,2006,Developing,1.96,120.2471713,98,0,17.2,98,4.6,98,0.1,15.4,15.5,0.718
SriLanka,2005,Developing,1.97,97.76637062,99,3,16.6,99,4.6,99,0.1,15.4,15.5,0.712
SriLanka,2004,Developing,1.56,15.35342268,62,35,16.1,97,4.28,97,0.1,15.4,15.5,0.705
SriLanka,2003,Developing,1.69,72.4280894,32,65,15.6,98,3.95,99,0.1,15.4,15.5,0.697
SriLanka,2002,Developing,1.62,59.63595674,,139,15.1,98,3.89,98,0.1,15.4,15.6,0.699
SriLanka,2001,Developing,1.68,53.61278637,,309,14.6,98,3.81,98,0.1,15.4,15.6,0.686
SriLanka,2000,Developing,1.45,60.4909815,,16527,14.1,99,3.77,99,0.1,15.3,15.5,0.677
Sudan,2015,Developing,,0,93,3585,,93,,93,0.3,,,0.488
Sudan,2014,Developing,0.01,253.6086508,94,676,,94,8.43,94,0.3,,,0.485
Sudan,2013,Developing,0.01,227.8353208,93,2813,,93,8.42,93,0.3,,,0.478
Sudan,2012,Developing,0.01,220.522192,92,8523,,92,8.2,92,0.3,,,0.468
Sudan,2011,Developing,2.12,196.6892153,93,5616,,93,8.3,93,0.3,,,0.463
Sudan,2010,Developing,1.77,172.0097884,75,680,,9,7.97,9,0.3,,,0.461
Sudan,2009,Developing,1.99,17.0536929,72,68,,81,8.4,81,0.3,,,0.456
Sudan,2008,Developing,2.01,128.6362711,78,129,,85,8.17,86,0.3,,,0.444
Sudan,2007,Developing,2.01,86.13166944,78,327,,84,4.72,84,0.3,,,0.44
Sudan,2006,Developing,1.9,60.3368571,6,228,,77,3.93,78,0.2,,,0.43
Sudan,2005,Developing,1.55,37.59039592,22,1374,,78,3.18,78,0.2,,,0.423
Sudan,2004,Developing,1.59,37.04479956,,9562,,74,3.39,74,0.2,,,0.415
Sudan,2003,Developing,1.74,35.35264737,,4381,,69,3.18,69,0.2,,,0.409
Sudan,2002,Developing,1.59,30.62287548,,4529,,6,2.95,6,0.2,,,0.403
Sudan,2001,Developing,1.81,28.88069657,,4362,,66,2.96,66,0.2,,,0.399
Sudan,2000,Developing,1.76,30.86000992,,2875,,62,3.23,62,0.1,,,0.394
Suriname,2015,Developing,,0,89,0,58.3,89,,89,0.4,3.5,3.5,0.723
Suriname,2014,Developing,6.32,1132.432517,85,0,57.7,85,5.69,85,0.4,3.5,3.5,0.722
Suriname,2013,Developing,6.02,1122.972967,86,0,57,86,5.96,86,0.4,3.5,3.5,0.719
Suriname,2012,Developing,5.73,1168.324095,84,0,56.3,84,6.9,84,0.9,3.5,3.4,0.708
Suriname,2011,Developing,5.64,989.1263558,86,0,55.5,86,5.93,86,0.1,3.5,3.4,0.704
Suriname,2010,Developing,5.26,99.08095375,86,0,54.8,96,5.81,96,0.5,3.5,3.4,0.7
Suriname,2009,Developing,5.13,885.0739766,87,0,54.1,85,6.14,87,0.6,3.5,3.4,0.696
Suriname,2008,Developing,4.94,815.4355995,84,0,53.3,85,5.92,85,1.2,3.5,3.4,0.691
Suriname,2007,Developing,4.72,685.0299083,84,0,52.6,84,5.92,84,0.8,3.5,3.4,0.684
Suriname,2006,Developing,4.52,72.800168,84,0,51.8,84,6.22,84,0.6,3.5,3.4,0.678
Suriname,2005,Developing,4.47,418.9206608,83,0,51.1,84,6.78,83,0.6,3.5,3.4,0.672
Suriname,2004,Developing,4.55,4.23257668,,0,5.4,84,6.88,85,0.9,3.5,3.5,0
Suriname,2003,Developing,4.53,32.3662077,,0,49.7,74,6.62,75,1,3.5,3.5,0
Suriname,2002,Developing,4.41,250.7112373,,0,49,74,7.14,73,1.6,3.5,3.5,0
Suriname,2001,Developing,4.23,191.2135044,,0,48.3,65,8.38,68,1.8,3.6,3.5,0
Suriname,2000,Developing,4.29,268.1837972,,0,47.6,7,9.65,71,0.4,3.6,3.6,0
Swaziland,2015,Developing,,0,9,0,32.3,84,,9,7.1,4,4.1,0.541
Swaziland,2014,Developing,0.01,574.3895102,98,0,31.8,98,9.25,98,7.3,4.3,4.3,0.541
Swaziland,2013,Developing,0.01,708.9556648,98,0,31.2,98,9.66,98,9.8,4.5,4.6,0.539
Swaziland,2012,Developing,0.01,720.2333929,95,0,3.7,92,8.76,95,12.2,4.8,4.9,0.534
Swaziland,2011,Developing,5.2,735.7090978,91,0,3.2,85,8.61,91,15.7,5.1,5.2,0.526
Swaziland,2010,Developing,4.93,56.93670561,89,313,29.7,89,8.47,89,21.6,5.4,5.6,0.523
Swaziland,2009,Developing,4.9,47.6164523,88,26,29.3,89,8.46,88,33.7,5.8,5.9,0.519
Swaziland,2008,Developing,4.87,413.0063027,9,1,28.9,89,8.19,88,40.2,6.1,6.3,0.514
Swaziland,2007,Developing,5.55,43.3664999,92,0,28.5,88,7.5,87,40.7,6.5,6.7,0.508
Swaziland,2006,Developing,5.53,437.0802438,93,0,28.2,88,6.81,87,43.7,6.9,7.1,0.502
Swaziland,2005,Developing,5.08,372.1651473,95,0,27.8,88,6.8,86,49.1,7.3,7.5,0.495
Swaziland,2004,Developing,5.78,37.43857664,93,0,27.4,88,5.88,86,50.3,7.7,7.9,0.492
Swaziland,2003,Developing,5.65,2.819124474,9,350,27.1,87,5.71,85,50.6,8.2,8.4,0.493
Swaziland,2002,Developing,5.52,131.0421269,88,37,26.7,87,5.16,85,49.9,8.6,8.8,0.502
Swaziland,2001,Developing,6.72,143.6197316,86,49,26.3,87,5.11,84,48.8,9,9.2,0.506
Swaziland,2000,Developing,7.19,25.21683318,83,10,25.9,87,5.26,84,46.4,9.4,9.6,0.516
Sweden,2015,Developed,,0,67,22,59.5,98,,98,0.1,1.5,1.4,0.909
Sweden,2014,Developed,7.3,1142.212403,67,26,59,98,11.93,98,0.1,1.5,1.3,0.906
Sweden,2013,Developed,7.3,1212.666327,67,51,58.5,98,11.97,98,0.1,1.4,1.3,0.904
Sweden,2012,Developed,7.4,10947.02327,53,30,58.1,98,11.8,98,0.1,1.4,1.3,0.903
Sweden,2011,Developed,7.4,11477.6671,42,26,57.7,98,11.7,98,0.1,1.4,1.3,0.901
Sweden,2010,Developed,7.2,778.2477467,,6,57.3,98,9.47,98,0.1,1.3,1.3,0.895
Sweden,2009,Developed,7.3,682.1070608,,3,56.9,98,9.94,98,0.1,1.3,1.3,0.898
Sweden,2008,Developed,6.9,8105.590882,,25,56.5,98,9.23,98,0.1,1.3,1.3,0.897
Sweden,2007,Developed,6.9,7593.391622,,1,56.1,98,8.92,98,0.1,1.3,1.3,0.895
Sweden,2006,Developed,6.5,6369.516139,,19,55.7,98,8.95,98,0.1,1.3,1.3,0.892
Sweden,2005,Developed,6.5,599.0392403,,13,55.3,98,9.6,98,0.1,1.3,1.3,0.89
Sweden,2004,Developed,6.6,5793.363644,,5,54.9,99,9.9,99,0.1,1.3,1.3,0.888
Sweden,2003,Developed,6.9,5067.411418,,3,54.4,99,9.31,99,0.1,1.3,1.3,0.882
Sweden,2002,Developed,6.9,3998.09987,,9,53.9,99,9.23,99,0.1,1.3,1.3,0.88
Sweden,2001,Developed,6.6,3554.546434,,5,53.4,99,8.86,99,0.1,1.3,1.3,0.877
Sweden,2000,Developed,6.2,3689.7273,,59,52.8,99,8.18,99,0.1,1.4,1.3,0.873
Switzerland,2015,Developed,,0,,35,57.4,97,,97,0.1,0.4,0.3,0.938
Switzerland,2014,Developed,9.61,19479.91161,,23,57,96,11.66,96,0.1,0.4,0.3,0.936
Switzerland,2013,Developed,9.73,19099.04506,,175,56.6,96,11.71,96,0.1,0.4,0.3,0.934
Switzerland,2012,Developed,9.86,18379.32974,,61,56.2,96,11.59,96,0.1,0.5,0.3,0.932
Switzerland,2011,Developed,9.99,18822.86732,,621,55.8,96,11.21,96,0.1,0.5,0.3,0.932
Switzerland,2010,Developed,10.01,2198.590865,,77,55.4,96,11.7,95,0.1,0.5,0.4,0.92
Switzerland,2009,Developed,10.15,14714.82588,,958,55,96,11,95,0.1,0.5,0.4,0.916
Switzerland,2008,Developed,10.29,2084.255535,,2022,54.6,96,1.29,95,0.1,0.5,0.4,0.914
Switzerland,2007,Developed,10.44,11892.33429,,1015,54.1,94,1.21,94,0.1,0.5,0.4,0.911
Switzerland,2006,Developed,10.24,10598.08187,,0,53.7,94,1.39,94,0.1,0.6,0.4,0.904
Switzerland,2005,Developed,10.15,10055.34981,,60,53.2,94,1.86,94,0.1,0.6,0.4,0.899
Switzerland,2004,Developed,10.55,9495.540576,,39,52.8,95,1.96,93,0.1,0.6,0.4,0.895
Switzerland,2003,Developed,10.82,842.2768087,,574,52.3,95,1.93,93,0.1,0.6,0.5,0.889
Switzerland,2002,Developed,10.85,6853.628494,,0,51.8,95,1.61,93,0.1,0.6,0.5,0.89
Switzerland,2001,Developed,11.12,6478.346135,,700,51.3,95,1.28,93,0.1,0.7,0.5,0.888
Switzerland,2000,Developed,11.26,5834.582046,,0,5.8,95,9.91,93,0.1,0.7,0.5,0.879
SyrianArabRepublic,2015,Developing,,0,41,45,57.1,5,,41,0.1,6.3,6.1,0.553
SyrianArabRepublic,2014,Developing,0.01,0,47,594,56.2,52,3.25,43,0.1,6.3,6.1,0.575
SyrianArabRepublic,2013,Developing,0.01,0,71,740,55.2,5,3.25,41,0.1,6.3,6.1,0.635
SyrianArabRepublic,2012,Developing,0.01,0,43,13,54.2,47,3.25,45,0.1,6.3,6.1,0.645
SyrianArabRepublic,2011,Developing,0.76,0,66,13,53.2,6,3.23,72,0.1,6.3,6.1,0.646
SyrianArabRepublic,2010,Developing,0.78,0,84,26,52.3,83,3.28,8,0.1,6.4,6.1,0.65
SyrianArabRepublic,2009,Developing,0.81,0,84,22,51.3,83,3.55,8,0.1,6.4,6.2,0.648
SyrianArabRepublic,2008,Developing,0.8,0,83,19,5.4,83,3.4,79,0.1,6.4,6.2,0.651
SyrianArabRepublic,2007,Developing,0.83,17.98136184,83,403,49.4,83,3.72,8,0.1,6.4,6.2,0.644
SyrianArabRepublic,2006,Developing,0.97,122.6523334,83,517,48.5,83,3.78,8,0.1,6.4,6.3,0.636
SyrianArabRepublic,2005,Developing,0.92,116.2585943,83,375,47.6,83,4.11,8,0.1,6.5,6.3,0.624
SyrianArabRepublic,2004,Developing,0.93,10.21129783,82,189,46.8,84,4.48,81,0.1,6.5,6.3,0.61
SyrianArabRepublic,2003,Developing,1.29,94.75639211,81,801,46,85,5.12,83,0.1,6.6,6.4,0.599
SyrianArabRepublic,2002,Developing,1.25,91.70356833,8,538,45.3,86,4.94,84,0.1,6.6,6.5,0.596
SyrianArabRepublic,2001,Developing,1.29,93.50075111,8,290,44.6,83,4.92,82,0.1,6.7,6.5,0.589
SyrianArabRepublic,2000,Developing,1.41,81.7274712,79,146,43.9,86,4.92,84,0.1,6.8,6.6,0.588
Tajikistan,2015,Developing,,0,96,3,4.7,96,,96,0.2,3.6,3.7,0.625
Tajikistan,2014,Developing,0.01,7.829008596,97,0,39.9,94,6.88,97,0.2,3.6,3.7,0.622
