Country,Year,Status,GDP,Population,Schooling,Lifeexpectancy,AdultMortality,infantdeaths,under-fivedeaths
Indonesia,2012,Developing,3687.953996,248883232,12.6,68.5,183,129,154
Indonesia,2011,Developing,3634.27685,24577511,12.3,68.3,185,134,161
Indonesia,2010,Developing,3113.48635,242524123,12.1,68.1,187,138,167
Indonesia,2009,Developing,2254.44566,23934478,11.7,67.9,189,143,174
Indonesia,2008,Developing,216.52766,236159276,11.7,67.7,189,149,181
Indonesia,2007,Developing,1855.93915,232989141,11,67.5,19,154,188
Indonesia,2006,Developing,1586.254,22983822,10.9,67.3,191,159,194
Indonesia,2005,Developing,126.928834,22671273,11.1,67.2,19,163,201
Indonesia,2004,Developing,1148.56996,223614649,11,65.3,213,174,237
Indonesia,2003,Developing,164.59447,22545214,10.8,66.9,189,173,215
Indonesia,2002,Developing,899.5556857,2175859,10.6,66.7,189,177,222
Indonesia,2001,Developing,747.9817455,2145652,10.6,66.5,188,182,229
Indonesia,2000,Developing,78.92744,21154429,10.7,66.3,188,187,237
Iran(IslamicRepublicof),2015,Developing,,,14.8,75.5,83,18,21
Iran(IslamicRepublicof),2014,Developing,,,14.9,75.4,83,19,22
Iran(IslamicRepublicof),2013,Developing,,,15,75.3,83,20,23
Iran(IslamicRepublicof),2012,Developing,,,13.6,75.1,85,21,24
Iran(IslamicRepublicof),2011,Developing,,,13.1,74.7,93,22,25
Iran(IslamicRepublicof),2010,Developing,,,12.9,74.1,16,22,26
Iran(IslamicRepublicof),2009,Developing,,,12.8,73.3,122,23,27
Iran(IslamicRepublicof),2008,Developing,,,12.1,72.7,135,24,28
Iran(IslamicRepublicof),2007,Developing,,,11.8,72.4,138,25,29
Iran(IslamicRepublicof),2006,Developing,,,11.4,72.2,139,26,30
Iran(IslamicRepublicof),2005,Developing,,,11.4,72,139,27,32
Iran(IslamicRepublicof),2004,Developing,,,11.8,71.8,139,28,33
Iran(IslamicRepublicof),2003,Developing,,,11.8,75,154,29,35
Iran(IslamicRepublicof),2002,Developing,,,11.9,71.2,142,31,37
Iran(IslamicRepublicof),2001,Developing,,,11.6,78,146,33,40
Iran(IslamicRepublicof),2000,Developing,,,11.6,73,15,35,43
Iraq,2015,Developing,4974.2693,36115649,10.1,68.9,182,32,38
Iraq,2014,Developing,673.74737,3568,10.1,67.9,199,32,39
Iraq,2013,Developing,6925.22446,33883145,10.3,69.5,17,32,39
Iraq,2012,Developing,6651.12242,32776571,10.5,76,147,32,39
Iraq,2011,Developing,5854.614497,3172753,10.4,77,144,32,39
Iraq,2010,Developing,452.74948,376271,10.4,76,145,32,39
Iraq,2009,Developing,3735.144836,29894652,10.3,74,148,32,39
Iraq,2008,Developing,4521.3247,29111417,10.3,69.3,167,32,38
Iraq,2007,Developing,3129.224922,2839433,10.2,65.9,227,31,38
Iraq,2006,Developing,2351.812429,27697912,10.2,64.7,249,31,38
Iraq,2005,Developing,1849.63911,278426,10.1,66.8,29,31,37
Iraq,2004,Developing,1391.816923,2631669,9.8,67.2,21,30,37
Iraq,2003,Developing,,25627626,9.4,66.5,213,30,37
Iraq,2002,Developing,,24939299,9.1,74,14,30,37
Iraq,2001,Developing,,24251649,8.7,72,142,30,37
Iraq,2000,Developing,,23565413,8.6,70,144,30,37
Ireland,2015,Developed,6664.144,4676835,18.6,81.4,64,0,0
Ireland,2014,Developed,5553.32623,4617225,18.6,81.2,66,0,0
Ireland,2013,Developed,5234.76736,4598294,18.6,81,67,0,0
Ireland,2012,Developed,49231.36254,4586897,18.5,85,69,0,0
Ireland,2011,Developed,52567.52568,4576794,18.5,84,7,0,0
Ireland,2010,Developed,48538.58776,456155,18.2,86,68,0,0
Ireland,2009,Developed,51983.78892,4535375,17.9,79.7,77,0,0
Ireland,2008,Developed,61235.415,4489544,17.9,79.8,75,0,0
Ireland,2007,Developed,61388.17457,4398942,17.6,79.5,75,0,0
Ireland,2006,Developed,54326.9713,4273591,17.6,79,78,0,0
Ireland,2005,Developed,5886.82789,4159914,17.5,78.7,78,0,0
Ireland,2004,Developed,47631.6377,47262,17.1,78.3,82,0,0
Ireland,2003,Developed,4117.15532,3996521,16.8,78,82,0,0
Ireland,2002,Developed,32539.1937,3931947,16.5,77.4,88,0,0
Ireland,2001,Developed,28223.55528,3866243,16.4,77,89,0,0
Ireland,2000,Developed,26241.91883,385174,16.2,76.4,94,0,0
Israel,2015,Developing,35729.37253,8381,16,82.5,58,0,1
Israel,2014,Developing,37582.84624,82157,16,82.2,6,1,1
Israel,2013,Developing,36393.66932,8595,15.9,82.1,61,1,1
Israel,2012,Developing,32569.59683,7915,15.9,81.8,6,1,1
Israel,2011,Developing,33657.15727,77658,15.8,81.8,61,1,1
Israel,2010,Developing,3661.994,76236,15.7,81.7,61,1,1
Israel,2009,Developing,27795.87671,74856,15.6,81.5,63,1,1
Israel,2008,Developing,29657.4421,7388,15.8,81,65,1,1
Israel,2007,Developing,258.637,7181,15.7,84,68,1,1
Israel,2006,Developing,2195.1769,7537,15.7,84,68,1,1
Israel,2005,Developing,2611.17931,6931,15.8,80,71,1,1
Israel,2004,Developing,19888.172,689,15.9,81,69,1,1
Israel,2003,Developing,18946.99942,66897,16,79.7,71,1,1
Israel,2002,Developing,18431.15696,657,15.3,79.3,74,1,1
Israel,2001,Developing,236.19646,6439,15.1,79.3,74,1,1
Israel,2000,Developing,2152.1432,6289,15.2,78.9,76,1,1
Italy,2015,Developed,349.14755,673582,16.3,82.7,56,1,2
Italy,2014,Developed,35396.66517,678914,16.3,82.5,57,2,2
Italy,2013,Developed,3537.27441,6233948,16.5,82.3,58,2,2
Italy,2012,Developed,34814.12436,59539717,16.6,82,6,2,2
Italy,2011,Developed,38334.68477,59379449,16.4,82,6,2,2
Italy,2010,Developed,35849.37364,59277417,16.4,81.8,6,2,2
Italy,2009,Developed,36976.84512,5995365,16.3,81.6,61,2,2
Italy,2008,Developed,464.18465,58826731,16.3,81.5,61,2,2
Italy,2007,Developed,37698.78573,5843831,16.1,81.3,63,2,2
Italy,2006,Developed,3341.7482,58143979,16,81.2,65,2,2
Italy,2005,Developed,31959.26215,57969484,15.8,88,66,2,2
Italy,2004,Developed,31174.56118,57685327,15.6,89,66,2,3
Italy,2003,Developed,27387.2258,5731323,15.4,79.9,72,2,3
Italy,2002,Developed,22196.5736,57597,15.2,80,72,2,3
Italy,2001,Developed,24.819,569741,14.9,79.8,75,2,3
Italy,2000,Developed,251.2426,5694218,14.8,79.4,77,3,3
Jamaica,2015,Developing,4965.989857,2871934,12.8,76.2,125,1,1
Jamaica,2014,Developing,4855.743789,286287,12.8,75.8,133,1,1
Jamaica,2013,Developing,56.144952,285187,12.8,75.6,136,1,1
Jamaica,2012,Developing,521.33363,284992,12.8,75.3,138,1,1
Jamaica,2011,Developing,513.549487,2829493,12.8,75.2,139,1,1
Jamaica,2010,Developing,4682.728424,281721,12.7,75,138,1,1
Jamaica,2009,Developing,4293.383274,28482,12.7,74.7,142,1,1
Jamaica,2008,Developing,492.492378,279122,12.6,74.5,145,1,1
Jamaica,2007,Developing,462.517913,2775467,12.5,74.2,148,1,1
Jamaica,2006,Developing,4313.1682,276279,12.5,74,15,1,1
Jamaica,2005,Developing,482.24762,2744673,12.4,73.5,161,1,1
Jamaica,2004,Developing,3719.97351,2728777,11.1,73.3,165,1,1
Jamaica,2003,Developing,3465.221998,2712511,11.9,73.1,166,1,1
Jamaica,2002,Developing,3596.496282,2695446,11.7,73,167,1,1
Jamaica,2001,Developing,3394.878,267711,10.9,72.7,171,1,1
Jamaica,2000,Developing,336.8742,2656864,11.4,72.6,171,1,1
Japan,2015,Developed,34474.13736,127141,15.3,83.7,55,2,3
Japan,2014,Developed,3896.21151,127276,15.3,83.5,57,2,3
Japan,2013,Developed,4454.44746,127445,15.3,83.5,56,2,3
Japan,2012,Developed,4863.47665,127629,15.3,83.3,58,2,3
Japan,2011,Developed,48167.99727,127833,15.1,82.5,64,3,4
Japan,2010,Developed,4457.67639,1287,15.1,83,62,3,4
Japan,2009,Developed,4855.17564,12847,15,83,64,3,4
Japan,2008,Developed,39339.29757,12863,15,82.7,66,3,4
Japan,2007,Developed,35275.22843,1281,15,82.6,67,3,4
Japan,2006,Developed,35433.98896,127854,14.9,82.4,68,3,4
Japan,2005,Developed,37217.64873,127773,14.9,82,69,3,4
Japan,2004,Developed,37688.72234,127761,14.8,82.1,68,3,4
Japan,2003,Developed,3488.3992,127718,14.8,81.9,7,3,5
Japan,2002,Developed,32289.3554,127445,14.7,81.8,7,3,5
Japan,2001,Developed,33846.46564,127149,14.6,81.5,72,4,5
Japan,2000,Developed,38532.488,126843,14.5,81.1,74,4,5
Jordan,2015,Developing,496.99275,915932,13.1,74.1,112,4,4
Jordan,2014,Developing,466.94775,88936,13.1,74,113,4,4
Jordan,2013,Developing,3992.86717,8413464,13.1,73.9,114,4,4
Jordan,2012,Developing,387.753211,7992573,12.9,73.7,115,4,4
Jordan,2011,Developing,387.324145,7574943,13.1,73.6,116,4,4
Jordan,2010,Developing,3679.19275,718239,13.2,73.4,117,4,4
Jordan,2009,Developing,3492.1396,6821116,13.6,73.3,118,4,4
Jordan,2008,Developing,3385.69665,6489822,13.6,73.1,119,4,4
Jordan,2007,Developing,2762.86354,6193191,13.6,73,12,4,4
Jordan,2006,Developing,2537.349,5934232,13.7,72.8,121,4,4
Jordan,2005,Developing,223.83787,5714111,13.8,72.4,127,4,4
Jordan,2004,Developing,261.456882,5535595,13.5,72.5,125,4,4
Jordan,2003,Developing,1889.213962,5396774,13.2,72.3,127,4,4
Jordan,2002,Developing,1812.288374,5287488,13,72.1,129,4,4
Jordan,2001,Developing,1728.2659,5193482,12.7,71.9,131,4,4
Jordan,2000,Developing,1657.889256,51313,12.6,71.7,133,4,4
Kazakhstan,2015,Developing,159.9817,17544126,15,72,198,4,5
Kazakhstan,2014,Developing,1286.56511,17289224,15,69.9,22,5,5
Kazakhstan,2013,Developing,1389.8561,1735275,15,69.5,28,5,6
Kazakhstan,2012,Developing,12387.18982,16791425,14.7,69.1,214,6,7
Kazakhstan,2011,Developing,11634.42422,165566,14.4,68.5,224,7,7
Kazakhstan,2010,Developing,97.649972,16321581,14.5,67.8,236,7,8
Kazakhstan,2009,Developing,7165.2775,169271,14.6,67.8,235,7,8
Kazakhstan,2008,Developing,8513.564645,15674,14.6,66.6,258,8,9
Kazakhstan,2007,Developing,6771.414797,15484192,14.7,65.3,288,8,9
Kazakhstan,2006,Developing,5291.57565,153884,14.3,65,295,8,9
Kazakhstan,2005,Developing,3771.278957,1514729,13.9,64.6,294,8,9
Kazakhstan,2004,Developing,2874.288291,1512985,13.5,64.7,287,8,9
Kazakhstan,2003,Developing,268.123657,149918,13.1,64.4,282,8,9
Kazakhstan,2002,Developing,1658.31146,14858948,12.7,64.7,276,8,9
Kazakhstan,2001,Developing,149.926751,14858335,12.3,64.4,284,8,10
Kazakhstan,2000,Developing,1229.958,14883626,12.1,63.9,292,9,10
Kenya,2015,Developing,1349.97144,47236259,11.1,63.4,249,54,75
Kenya,2014,Developing,1335.6458,462425,11.1,62.9,255,56,79
Kenya,2013,Developing,1229.114798,44826849,11.1,62.6,258,58,81
Kenya,2012,Developing,1155.2582,43646629,11.1,62.1,263,59,84
Kenya,2011,Developing,987.4453967,42486839,11.1,61.2,278,60,86
Kenya,2010,Developing,967.34773,4135152,11.1,63,294,61,89
Kenya,2009,Developing,92.816252,423724,10.7,59.1,317,62,91
Kenya,2008,Developing,916.8992515,39148416,10.4,57.9,339,64,95
Kenya,2007,Developing,839.181117,388599,10.1,56.8,356,66,100
Kenya,2006,Developing,697.66385,37525,9.7,55.3,388,68,104
Kenya,2005,Developing,519.7999346,3648288,9.6,54.1,412,70,108
Kenya,2004,Developing,458.8843551,3574931,8.9,53,432,72,112
Kenya,2003,Developing,436.6875357,3413852,8.2,52.4,437,74,115
Kenya,2002,Developing,395.8493511,332149,8.5,52.1,437,76,118
Kenya,2001,Developing,41.7763612,32321482,8.4,51.9,434,77,120
Kenya,2000,Developing,43.9797132,3145483,8.4,51.9,428,77,121
Kiribati,2015,Developing,1424.483611,11247,11.9,66.3,198,0,0
Kiribati,2014,Developing,1684.54274,11458,11.9,66.1,2,0,0
Kiribati,2013,Developing,1724.361737,18535,11.9,65.8,22,0,0
Kiribati,2012,Developing,1763.815497,16613,11.9,65.7,24,0,0
Kiribati,2011,Developing,1692.613277,14656,11.9,65.5,26,0,0
Kiribati,2010,Developing,1493.1651,12652,11.9,65.3,27,0,0
Kiribati,2009,Developing,1297.285141,1568,11.9,65.2,28,0,0
Kiribati,2008,Developing,1413.3234,9844,11.6,65.1,21,0,0
Kiribati,2007,Developing,1357.632211,96311,11.8,65,211,0,0
Kiribati,2006,Developing,1151.555618,9426,12.1,65,212,0,0
Kiribati,2005,Developing,1214.556667,92325,12.2,64.9,213,0,0
Kiribati,2004,Developing,113.6286,9542,12.4,64.8,214,0,0
Kiribati,2003,Developing,115.3865,88895,11.6,64.7,215,0,0
Kiribati,2002,Developing,826.58554,87343,11.7,64.6,217,0,0
Kiribati,2001,Developing,734.9492461,85858,10.4,64.3,219,0,0
Kiribati,2000,Developing,796.7937634,8446,10,64.1,222,0,0
Kuwait,2015,Developing,28975.418,,13.3,74.7,81,0,1
Kuwait,2014,Developing,42996.4812,,13,74.6,82,0,1
Kuwait,2013,Developing,48399.9581,,13.1,74.5,83,1,1
Kuwait,2012,Developing,51264.7134,,13.2,74.3,84,1,1
Kuwait,2011,Developing,48268.5912,,13.4,74.2,85,1,1
Kuwait,2010,Developing,38497.61696,,13.5,74,86,1,1
Kuwait,2009,Developing,37567.3121,,13.6,73.9,87,1,1
Kuwait,2008,Developing,55571.9986,,13.8,73.8,88,1,1
Kuwait,2007,Developing,45793.97614,,13.9,73.7,89,1,1
Kuwait,2006,Developing,42717.55725,,14.1,73.6,89,1,1
Kuwait,2005,Developing,3549.26132,,14.2,73.6,9,0,1
Kuwait,2004,Developing,26921.8278,,14.4,73.5,91,0,1
Kuwait,2003,Developing,2271.56961,,14.1,73.4,93,0,1
Kuwait,2002,Developing,17789.41981,,13.9,73.3,94,0,1
Kuwait,2001,Developing,1654.96761,,14,73.2,95,0,1
Kuwait,2000,Developing,18389.38433,,14.1,73.2,96,0,1
Kyrgyzstan,2015,Developing,,,13,71.1,166,3,3
Kyrgyzstan,2014,Developing,,,12.8,78,17,3,4
Kyrgyzstan,2013,Developing,,,12.5,77,174,3,4
Kyrgyzstan,2012,Developing,,,12.3,69.9,18,3,4
Kyrgyzstan,2011,Developing,,,12.1,69.4,188,4,4
Kyrgyzstan,2010,Developing,,,12.2,68.8,199,4,4
Kyrgyzstan,2009,Developing,,,12.4,68.5,21,4,4
Kyrgyzstan,2008,Developing,,,12.6,67.6,217,4,4
Kyrgyzstan,2007,Developing,,,12.6,67.2,229,4,4
Kyrgyzstan,2006,Developing,,,12.5,66.7,234,4,4
Kyrgyzstan,2005,Developing,,,12.4,66.9,224,4,4
Kyrgyzstan,2004,Developing,,,12.5,67.1,218,4,4
Kyrgyzstan,2003,Developing,,,12.2,66.6,217,4,4
Kyrgyzstan,2002,Developing,,,12.1,66.7,215,4,5
Kyrgyzstan,2001,Developing,,,11.8,67.2,217,4,5
Kyrgyzstan,2000,Developing,,,11.4,66.6,225,4,5
LaoPeople'sDemocraticRepublic,2015,Developing,,,10.8,65.7,194,8,11
LaoPeople'sDemocraticRepublic,2014,Developing,,,10.6,65.3,199,8,11
LaoPeople'sDemocraticRepublic,2013,Developing,,,10.4,64.9,23,9,12
LaoPeople'sDemocraticRepublic,2012,Developing,,,10.2,64.4,28,9,12
LaoPeople'sDemocraticRepublic,2011,Developing,,,9.9,64,213,9,13
LaoPeople'sDemocraticRepublic,2010,Developing,,,9.6,63.6,218,10,13
LaoPeople'sDemocraticRepublic,2009,Developing,,,9.4,63.1,223,10,14
LaoPeople'sDemocraticRepublic,2008,Developing,,,9.2,62.6,228,10,14
LaoPeople'sDemocraticRepublic,2007,Developing,,,9,62.1,234,11,15
LaoPeople'sDemocraticRepublic,2006,Developing,,,9,61.5,24,11,15
LaoPeople'sDemocraticRepublic,2005,Developing,,,8.7,61,246,11,16
LaoPeople'sDemocraticRepublic,2004,Developing,,,8.6,64,252,12,16
LaoPeople'sDemocraticRepublic,2003,Developing,,,8.3,59.8,259,12,17
LaoPeople'sDemocraticRepublic,2002,Developing,,,8,59.3,265,13,18
LaoPeople'sDemocraticRepublic,2001,Developing,,,8,58.7,271,13,19
LaoPeople'sDemocraticRepublic,2000,Developing,,,8,58.1,278,14,20
Latvia,2015,Developed,13666.58336,1977527,16,74.6,153,0,0
Latvia,2014,Developed,15725.1374,1993782,16,74.4,156,0,0
Latvia,2013,Developed,1532.22924,212647,15.4,74.1,161,0,0
Latvia,2012,Developed,13822.8559,234319,15.5,73.8,163,0,0
Latvia,2011,Developed,1372.68947,25979,15.8,73.6,169,0,0
Latvia,2010,Developed,11326.21947,297555,16,72.8,18,0,0
Latvia,2009,Developed,12219.37379,2141669,16.4,72.6,184,0,0
Latvia,2008,Developed,16348.53121,2177322,16.3,71.9,199,0,0
Latvia,2007,Developed,1444.1589,22325,16.2,78,221,0,0
Latvia,2006,Developed,9667.9757,2218357,16.2,75,229,0,0
Latvia,2005,Developed,7558.7426,2238799,15.9,76,216,0,0
Latvia,2004,Developed,6351.8125,2263122,15.5,71,26,0,0
Latvia,2003,Developed,5134.95694,2287955,15.2,78,29,0,0
Latvia,2002,Developed,4132.34927,231173,14.8,73,219,0,0
Latvia,2001,Developed,3572.8513,233717,14.2,69.9,228,0,0
Latvia,2000,Developed,3352.731296,236755,13.7,71,218,0,0
Lebanon,2015,Developing,846.632851,5851479,13.3,74.9,98,1,1
Lebanon,2014,Developing,8161.4614,563279,13.3,74.8,99,1,1
Lebanon,2013,Developing,846.285153,527612,13.3,74.9,97,1,1
Lebanon,2012,Developing,8787.94668,491644,13.3,75,93,1,1
Lebanon,2011,Developing,8734.9653,4588368,13.2,75,93,1,1
Lebanon,2010,Developing,8763.826274,4337141,13.3,74.9,94,1,1
Lebanon,2009,Developing,84.268878,4183156,13.2,74.7,95,1,1
Lebanon,2008,Developing,712.775759,411147,13.1,74.5,98,1,1
Lebanon,2007,Developing,614.271115,486466,12.9,74.4,98,1,1
Lebanon,2006,Developing,5372.65899,45735,13.2,74.1,1,1,1
Lebanon,2005,Developing,5339.441291,3986852,13.7,73.9,11,1,1
Lebanon,2004,Developing,5424.22356,3863267,14.2,73.7,13,1,1
Lebanon,2003,Developing,5425.6697,371464,14.8,73.5,15,1,1
Lebanon,2002,Developing,5436.595223,3522837,15.2,73.2,17,1,1
Lebanon,2001,Developing,5253.122599,3359859,15,73,11,1,1
Lebanon,2000,Developing,5334.93329,3235366,14.9,72.7,112,1,1
Lesotho,2015,Developing,173.82893,2174645,10.7,53.7,484,4,6
Lesotho,2014,Developing,1174.839214,2145785,10.8,52.1,522,4,6
Lesotho,2013,Developing,1196.1335,2117361,11.1,52.1,518,4,6
Lesotho,2012,Developing,1281.516,289928,11,52.2,513,4,6
Lesotho,2011,Developing,1352.38433,264166,11,52.3,52,4,6
Lesotho,2010,Developing,1173.26212,24551,10.9,51.1,527,4,6
Lesotho,2009,Developing,923.136931,21929,10.8,49.4,566,4,6
Lesotho,2008,Developing,934.428563,199993,10.7,47.8,592,5,6
Lesotho,2007,Developing,918.432717,1982287,10.6,46.2,633,4,6
Lesotho,2006,Developing,915.775754,1965662,10.7,45.3,654,5,6
Lesotho,2005,Developing,862.9463118,1949543,10.7,44.5,675,5,6
Lesotho,2004,Developing,781.5145936,1933728,10.7,44.8,666,5,7
Lesotho,2003,Developing,63.636279,191897,10.5,45.5,648,5,7
Lesotho,2002,Developing,47.89395,192312,10.4,46.4,622,5,7
Lesotho,2001,Developing,437.819184,1885955,10.3,47.8,586,5,7
Lesotho,2000,Developing,474.8197876,1868699,9.6,49.3,543,5,7
Liberia,2015,Developing,452.38717,4499621,9.9,61.4,259,8,11
Liberia,2014,Developing,458.4651734,439737,9.9,58.1,329,8,11
Liberia,2013,Developing,454.1222236,4286291,9.8,61.1,258,9,11
Liberia,2012,Developing,415.361958,4181563,9.6,67,261,9,12
Liberia,2011,Developing,379.689583,47167,9.5,62,266,9,12
Liberia,2010,Developing,327.42597,3948125,9.6,59.7,272,9,13
Liberia,2009,Developing,33.667491,3811528,9.7,59.2,277,10,13
Liberia,2008,Developing,232.61732,3662993,9.8,58.6,281,10,14
Liberia,2007,Developing,21.3733292,3512932,9.9,57.9,286,10,14
Liberia,2006,Developing,178.92799,3375838,10,56.7,32,11,15
Liberia,2005,Developing,168.648254,326123,10.1,55.3,316,12,16
Liberia,2004,Developing,149.4452549,3176414,10.2,54,329,12,17
Liberia,2003,Developing,133.494518,3116233,10.3,50,42,13,18
Liberia,2002,Developing,177.285187,362863,10.4,56,371,13,19
Liberia,2001,Developing,174.1815473,2991132,10.5,51.5,333,14,20
Liberia,2000,Developing,183.4149991,2884522,8.7,51.9,39,14,20
Libya,2015,Developing,,,13.4,72.7,138,1,2
Libya,2014,Developing,,,13.4,72.4,143,2,2
Libya,2013,Developing,,,13.4,72.9,134,2,2
Libya,2012,Developing,,,13.7,72.9,133,2,2
Libya,2011,Developing,562.549434,,14,71.3,161,2,2
Libya,2010,Developing,1212.56217,,14.3,72.8,132,2,2
Libya,2009,Developing,1296.97353,,14.6,72.7,132,2,2
Libya,2008,Developing,14396.4865,,14.8,72.6,132,2,2
Libya,2007,Developing,1138.56661,,15.1,72.5,132,2,3
Libya,2006,Developing,9344.987518,,15.4,72.2,134,2,3
Libya,2005,Developing,8171.361651,,15.7,71.9,138,2,3
Libya,2004,Developing,586.8364,,15.9,71.5,141,2,3
Libya,2003,Developing,4676.96753,,16,71.3,144,3,3
Libya,2002,Developing,375.442638,,15.8,71.1,146,3,3
Libya,2001,Developing,6269.58123,,15.7,71,147,3,3
Libya,2000,Developing,7145.628494,,15.5,78,148,3,3
Lithuania,2015,Developed,14252.42853,29491,16.5,73.6,165,0,0
Lithuania,2014,Developed,16554.97139,2932367,16.5,73.4,169,0,0
Lithuania,2013,Developed,15712.82376,2957689,16.4,73,178,0,0
Lithuania,2012,Developed,14341.836,2987773,16.5,73,176,0,0
Lithuania,2011,Developed,14357.73679,328115,16.7,72.8,18,0,0
Lithuania,2010,Developed,11984.86857,397282,16.8,72.4,188,0,0
Lithuania,2009,Developed,11837.3913,3162916,16.6,72.2,192,0,0
Lithuania,2008,Developed,14961.56818,3198231,16.5,71.1,224,0,0
Lithuania,2007,Developed,12297.91535,3231294,16.4,72,24,0,0
Lithuania,2006,Developed,924.642548,326999,16.4,76,229,0,0
Lithuania,2005,Developed,7863.1629,3322528,16.2,78,222,0,0
Lithuania,2004,Developed,676.966998,337775,16.3,71.6,24,0,0
Lithuania,2003,Developed,555.535669,3415213,15.8,71.6,22,0,0
Lithuania,2002,Developed,4146.987928,344367,15.3,71.4,22,0,0
Lithuania,2001,Developed,353.147337,347818,14.7,71.2,21,0,0
Lithuania,2000,Developed,3297.35471,3499536,14,71.6,2,0,0
Luxembourg,2015,Developed,1199.8223,56964,13.9,82,63,0,0
Luxembourg,2014,Developed,119172.7418,556319,13.9,81.7,65,0,0
Luxembourg,2013,Developed,113751.85,54336,13.9,81.4,68,0,0
Luxembourg,2012,Developed,16749.136,53946,13.9,81.1,7,0,0
Luxembourg,2011,Developed,115761.577,518347,13.9,88,72,0,0
Luxembourg,2010,Developed,14965.361,56953,13.7,86,73,0,0
Luxembourg,2009,Developed,13198.6693,497783,13.5,83,76,0,0
Luxembourg,2008,Developed,114293.8433,48865,13.5,80,8,0,0
Luxembourg,2007,Developed,1618.4928,479993,13.5,79.7,82,0,0
Luxembourg,2006,Developed,89739.7117,472637,13.5,79.4,85,0,0
Luxembourg,2005,Developed,8289.69641,465158,13.5,78.8,9,0,0
Luxembourg,2004,Developed,75716.3518,45895,13.5,78.7,92,0,0
Luxembourg,2003,Developed,65445.8853,45163,13.6,78.6,92,0,0
Luxembourg,2002,Developed,5293.64115,446175,13.5,78.3,95,0,0
Luxembourg,2001,Developed,48179.4285,441525,13.4,78,96,0,0
Luxembourg,2000,Developed,48735.99549,4363,13.5,77.8,98,0,0
Madagascar,2015,Developing,41.8575951,2423488,10.3,65.5,22,28,38
Madagascar,2014,Developing,452.4631926,2358981,10.3,65.1,225,29,39
Madagascar,2013,Developing,461.723722,22961146,10.3,64.7,23,29,40
Madagascar,2012,Developing,443.9611,22346573,10.2,64.3,235,30,42
Madagascar,2011,Developing,454.963464,21743949,10.2,63.8,241,31,43
Madagascar,2010,Developing,412.739341,2115164,10.2,63.3,248,32,45
Madagascar,2009,Developing,415.6893226,2569121,9.7,62.8,254,33,47
Madagascar,2008,Developing,47.733254,19996469,9.4,62.3,259,34,49
Madagascar,2007,Developing,377.8482928,19433523,9.1,61.9,261,35,51
Madagascar,2006,Developing,292.157443,1888268,9,61.4,263,36,54
Madagascar,2005,Developing,274.819723,18336724,8.9,69,265,37,56
Madagascar,2004,Developing,245.1235876,1782997,8.7,64,267,38,58
Madagascar,2003,Developing,316.7998965,17279141,8.5,59.9,268,40,60
Madagascar,2002,Developing,262.2859481,16765117,8.3,59.3,271,41,63
Madagascar,2001,Developing,278.555732,1626932,8.2,58.7,276,42,65
Madagascar,2000,Developing,245.939659,1576686,8,57.9,283,44,68
Malawi,2015,Developing,362.6575444,1757367,10.8,58.3,365,26,38
Malawi,2014,Developing,354.7253961,1768838,10.7,57.6,377,27,40
Malawi,2013,Developing,332.922339,16577147,10.7,56.7,394,29,42
Malawi,2012,Developing,374.51882,169735,10.7,55.3,42,31,46
Malawi,2011,Developing,512.125451,15627618,10.6,54.1,441,32,50
Malawi,2010,Developing,458.8681744,1516795,10.2,52.9,462,35,54
Malawi,2009,Developing,42.7379657,1471462,9.9,51.5,491,36,56
Malawi,2008,Developing,372.842678,14271234,9.6,50,525,36,58
Malawi,2007,Developing,32.2227274,1384969,9.7,48.5,559,37,59
Malawi,2006,Developing,297.6971211,13429262,9.6,47.1,587,38,61
Malawi,2005,Developing,28.3673842,1339711,9.7,46,66,39,62
Malawi,2004,Developing,274.2256294,1267638,10,45.1,615,40,65
Malawi,2003,Developing,26.152517,12336687,10.3,44.6,613,43,70
Malawi,2002,Developing,29.9798977,1213711,10.4,44,67,46,75
Malawi,2001,Developing,146.7615397,11695863,10.1,43.5,599,48,80
Malawi,2000,Developing,153.2594872,11376172,10.7,43.1,588,51,84
Malaysia,2015,Developing,9643.644683,3723155,13.1,75,123,4,4
Malaysia,2014,Developing,11183.96191,322817,13,74.8,126,4,4
Malaysia,2013,Developing,1882.27842,2976724,12.9,74.6,128,3,4
Malaysia,2012,Developing,1779.49641,2917456,12.9,74.5,129,3,4
Malaysia,2011,Developing,145.1262,28635128,13,74.3,13,3,4
Malaysia,2010,Developing,971.356987,28112289,12.8,74.1,131,3,4
Malaysia,2009,Developing,7326.744435,2765383,12.6,74,131,3,4
Malaysia,2008,Developing,8513.629541,2711169,12.5,73.8,132,3,4
Malaysia,2007,Developing,7269.17114,26625845,12.3,73.7,133,3,4
Malaysia,2006,Developing,6222.982955,26143566,12.7,73.6,134,3,4
Malaysia,2005,Developing,5593.822995,25659393,12.9,73.4,135,3,4
Malaysia,2004,Developing,4955.477743,2517419,12.7,73.2,137,3,4
Malaysia,2003,Developing,4463.675893,2468873,12.1,73.1,138,3,4
Malaysia,2002,Developing,4167.364387,24198811,12,72.9,14,4,4
Malaysia,2001,Developing,3915.11546,2369897,11.9,72.7,144,4,5
Malaysia,2000,Developing,445.17471,2318568,11.6,72.4,149,4,5
Maldives,2015,Developing,8395.785198,49163,12.7,78.5,61,0,0
